"","V1","V2","V3","V4","V5"
"1",0.831509928222906,0.841547859684149,0.841463425570921,0.838888413480335,0.841149513483715
"2",0.607986284389692,0.848172523846134,0.761805979870995,0.583015146859596,0.630110411064191
"3",0.822681080752607,0.710860488807743,0.677372822356464,0.814267072358232,0.810115221229909
"4",0.841994869463481,0.839190497734652,0.842347738195399,0.843822755314474,0.842327633103587
"5",0.191257531051902,0.170465782794552,0.292005632185652,0.192581279333893,0.174672731167979
"6",0.864739235419215,0.855071980429631,0.862656296854119,0.871127000701014,0.86034581169853
"7",0.851417545008343,0.855466767548476,0.852153950506779,0.855513506056289,0.861901911661872
"8",0.730862739493121,0.790794315943923,0.784701297156268,0.838459532933089,0.818642238561487
"9",0.285627470041892,0.294881825803729,0.230552319784808,0.235320085731695,0.289545789380103
"10",0.869487622996574,0.878065995803183,0.878846231016591,0.871065225388881,0.854915785980619
"11",0.838957247365158,0.839402913580934,0.838819330785247,0.844325038233215,0.840738496892498
"12",0.838394258306882,0.838895465524906,0.843390004873333,0.842336951379337,0.837374189263964
"13",0.883699131071406,0.876800926201244,0.878470238492027,0.887620837476527,0.891160131565486
"14",0.837750895859903,0.841682233196151,0.840654867787237,0.841184359741909,0.838344200402736
"15",0.840193175328361,0.840302863974713,0.841446891333346,0.849362775021567,0.843065070531612
"16",0.561233626895315,0.663939369997722,0.513851137334988,0.69296117856645,0.54995884874663
"17",0.860257976284545,0.795748498990337,0.748688680025936,0.79246055126507,0.829128144269307
"18",0.685833364108604,0.621058888972932,0.632329693177503,0.633447834031137,0.648355400718158
"19",0.838464009282431,0.839612159086116,0.846349759395872,0.848510235498246,0.853505011797692
"20",0.843497354687984,0.840604607056774,0.842069295195458,0.849493855520556,0.841799755676603
"21",0.840074647674818,0.839046612490998,0.83869884397394,0.844516190132308,0.838989438626408
"22",0.840623542245659,0.838948932830752,0.839252967839283,0.840271984180264,0.837037744197527
"23",0.840458402861431,0.838609254706191,0.841236499300009,0.843882434001984,0.839826103534716
"24",0.838401363678675,0.837291714186315,0.838159082463232,0.84163452050382,0.839707080666935
"25",0.879472770226032,0.866044927688485,0.854950392570573,0.836336665196551,0.832837358695175
"26",0.782850975609534,0.798212004476615,0.801516420045548,0.794708614747,0.788310747822786
"27",0.862258550329468,0.858399108350252,0.895362415625761,0.84422454957859,0.889915296859293
"28",0.844333039770027,0.842606973665361,0.843658653222875,0.84836422604434,0.84718809945296
"29",0.845643771918205,0.838401578219567,0.851363734304623,0.853539091133559,0.842160980488205
"30",0.781729259642624,0.810817038785124,0.899210439533652,0.87405822383142,0.801895787971608
"31",0.846629946713103,0.851639079402488,0.852944356964609,0.852285247704665,0.851435184359425
"32",0.839617147744526,0.838499013997726,0.841479823101233,0.843643595987641,0.840813795500532
"33",0.847389720084899,0.854917106545338,0.853310289621466,0.862039133289368,0.858021166618359
"34",0.800787089920476,0.825520808524572,0.746918332389586,0.753525155023465,0.795716539227432
"35",0.476389698010664,0.437251796896426,0.353061891703466,0.340791998204812,0.5
"36",0.846629803746798,0.849761907028679,0.860334605152025,0.861776706548695,0.866135484083303
"37",0.865648200349467,0.828899026737508,0.79672337586867,0.837038035480373,0.812054876589049
"38",0.807963649890163,0.753560609157701,0.744589160473873,0.794173518020129,0.79687094894245
"39",0.867574236754197,0.86640920742245,0.874488364881013,0.885421507919477,0.870113600263086
"40",0.669650637762085,0.526187055428229,0.575256094010338,0.62464034439047,0.744567049336595
"41",0.839786756949952,0.837281456131309,0.841959057557449,0.843968564373763,0.842163339736954
"42",0.843777480103512,0.842028423936256,0.842451632787315,0.845177955951808,0.845148851646722
"43",0.856465047955849,0.829467454696441,0.83178932206469,0.82849454525513,0.825691284988867
"44",0.272254097194079,0.347452470413922,0.321059659233053,0.288555644003581,0.29077087842807
"45",0.843893598725842,0.838462540081579,0.843592845902435,0.852105499841967,0.835577316635869
"46",0.87178377027729,0.865304368970075,0.872057784794781,0.867560031455694,0.852734380843478
"47",0.693116671801964,0.75130083494063,0.67094191998972,0.808419614201701,0.596388562200763
"48",0.841554294909846,0.841696226614458,0.841222863824661,0.850859168794656,0.845040573329914
"49",0.884233189589001,0.871334154554469,0.897575818609595,0.893060428595838,0.888089109863875
"50",0.840660288096663,0.838917764580027,0.832914243155096,0.84529162441285,0.836079836003911
"51",0.798756648529697,0.83388461590568,0.827080673015131,0.822772720015161,0.81283496675401
"52",0.846452924918382,0.849429192067566,0.846889060238543,0.840303441263561,0.849258866523741
"53",0.83615902512396,0.840572149080505,0.839240034804681,0.841855846704563,0.843121000236767
"54",0.849471670932949,0.864018156274389,0.848380856818269,0.849096224084516,0.851006932777743
"55",0.858589393327151,0.843065578679117,0.843646430841759,0.858130453142797,0.853921064742017
"56",0.864819594654136,0.851406804318001,0.858697425072481,0.869266664851922,0.860364047934559
"57",0.845616599020008,0.850923020690251,0.855658457182139,0.849351328405281,0.86295718331145
"58",0.848974021338428,0.85844215569775,0.856051303402642,0.857829424144174,0.844925317664423
"59",0.8314504374884,0.853730362287091,0.877777955280399,0.867660378673304,0.844232244969
"60",0.862549340343297,0.869770331865834,0.852771179212699,0.851421749987983,0.857476781528792
"61",0.445642205211903,0.315464667195272,0.40049361136605,0.353872290330381,0.445882552849024
"62",0.853722393637672,0.854771231873881,0.85394767857176,0.852153621680737,0.848552121218946
"63",0.839605299795265,0.83776798166348,0.83995991163962,0.843271691911113,0.840546834272807
"64",0.664715892278206,0.465654017881203,0.64003826287728,0.552522531293166,0.532886736081108
"65",0.849630653663068,0.853301778256172,0.846831571751282,0.850891536772999,0.852884702020691
"66",0.837820910962341,0.831906135828318,0.833422012894887,0.833973826408927,0.824190839619489
"67",0.90098568112609,0.918851502031204,0.898417682873317,0.91634597365919,0.916411909753734
"68",0.860391207330354,0.841704355778432,0.830513733449973,0.839200036217687,0.842719672928339
"69",0.88638654173259,0.91311865774895,0.870903235556327,0.863314473027086,0.865982905264722
"70",0.813152744404355,0.828488763221471,0.832792711293003,0.796441415088275,0.8263794800977
"71",0.842577379335687,0.841530971445687,0.840768867108316,0.844356045837554,0.846106647250416
"72",0.878403585027798,0.864555071428107,0.869532615025464,0.857453736119145,0.870126098317023
"73",0.857521386377664,0.862903071325911,0.857684535000994,0.85555565867017,0.853419015858741
"74",0.915369510997112,0.889683026487688,0.867998622806318,0.904827971973271,0.885041168460008
"75",0.843203688208297,0.839487390524435,0.842869443048204,0.848158125148465,0.845519975647813
"76",0.842590016564572,0.84147516351139,0.841654785291428,0.84581370958928,0.841511136243879
"77",0.841036462496947,0.84201004400303,0.841977015393014,0.845909911329358,0.84578058504796
"78",0.894355046859692,0.874182472883036,0.878549105706088,0.885329888563497,0.895343447782423
"79",0.836493961954111,0.814385752323728,0.84607358712709,0.858015141335129,0.787630446580205
"80",0.74902774207067,0.769895383816393,0.797186780247692,0.800376043799003,0.768351917049172
"81",0.850907311813412,0.843579646891547,0.846557847880809,0.845577685147676,0.841766337185735
"82",0.810115581883793,0.826923551065692,0.821699177202753,0.822943171923899,0.811942415724839
"83",0.839094381372759,0.840788605429001,0.83843805969861,0.843824114777147,0.84681312374203
"84",0.842112278679456,0.894121878060508,0.868920004660295,0.857505137029764,0.852773619216509
"85",0.87471599714694,0.876023124805541,0.861390719150318,0.847350929250765,0.879170629518487
"86",0.836674102688646,0.834549198942166,0.836920190559678,0.841436310061629,0.838154941514856
"87",0.866801213062923,0.858671498069278,0.859693521882937,0.875335199306686,0.864306349111816
"88",0.843635346584321,0.839509249501968,0.843960685336198,0.846515717645474,0.852250502108175
"89",0.867716685559708,0.878742067004508,0.850558422033071,0.900499567090708,0.883563883253045
"90",0.362764247404746,0.413732848076106,0.315076468015755,0.22294745116026,0.290747838380812
"91",0.840049191052258,0.839991658183243,0.83987449726463,0.842383546428656,0.839013099403612
"92",0.668223765089484,0.782213938207404,0.732069145456522,0.659140713567885,0.691211572300594
"93",0.870719683637343,0.79582542172319,0.789798043705627,0.820175592563715,0.816620351406457
"94",0.850303548499553,0.841231070772494,0.853114462848194,0.841042195660704,0.848622504870226
"95",0.845474649196397,0.836362815670888,0.8402571429875,0.84241151945451,0.842519034385767
"96",0.871409718619724,0.85415641841997,0.868215073588878,0.859812981044053,0.860363945884433
"97",0.839031462884709,0.83563347042856,0.838040086139305,0.841030894958756,0.838776656813673
"98",0.834520735289951,0.834150621580385,0.831412762784032,0.827308591233094,0.834914407682735
"99",0.846416905797945,0.844243369530947,0.837495848460608,0.858198565807691,0.842403481566776
"100",0.845651541264549,0.843805712129789,0.844100040551213,0.847672504295651,0.842976833830364
"101",0.859366565941189,0.859552386245746,0.847428967627691,0.857534194898303,0.860463888364145
